Combined_Key,Last_Update,Confirmed,Deaths
"Forest, Pennsylvania, US",2022-04-11 04:21:02,2240,35
"Franklin, Pennsylvania, US",2022-04-11 04:21:02,40318,692
"Fulton, Pennsylvania, US",2022-04-11 04:21:02,4122,65
"Greene, Pennsylvania, US",2022-04-11 04:21:02,8456,104
"Huntingdon, Pennsylvania, US",2022-04-11 04:21:02,11504,244
"Indiana, Pennsylvania, US",2022-04-11 04:21:02,17409,354
"Jefferson, Pennsylvania, US",2022-04-11 04:21:02,9006,231
"Juniata, Pennsylvania, US",2022-04-11 04:21:02,4765,175
"Lackawanna, Pennsylvania, US",2022-04-11 04:21:02,43517,763
"Lancaster, Pennsylvania, US",2022-04-11 04:21:02,120978,1879
"Lawrence, Pennsylvania, US",2022-04-11 04:21:02,18943,412
"Lebanon, Pennsylvania, US",2022-04-11 04:21:02,36557,514
"Lehigh, Pennsylvania, US",2022-04-11 04:21:02,89499,1235
"Luzerne, Pennsylvania, US",2022-04-11 04:21:02,73504,1346
"Lycoming, Pennsylvania, US",2022-04-11 04:21:02,28427,514
"McKean, Pennsylvania, US",2022-04-11 04:21:02,8194,138
"Mercer, Pennsylvania, US",2022-04-11 04:21:02,23319,496
"Mifflin, Pennsylvania, US",2022-04-11 04:21:02,12274,276
"Monroe, Pennsylvania, US",2022-04-11 04:21:02,37006,518
"Montgomery, Pennsylvania, US",2022-04-11 04:21:02,152731,2309
"Montour, Pennsylvania, US",2022-04-11 04:21:02,4521,93
"Northampton, Pennsylvania, US",2022-04-11 04:21:02,79623,1086
"Northumberland, Pennsylvania, US",2022-04-11 04:21:02,22826,530
"Perry, Pennsylvania, US",2022-04-11 04:21:02,8828,184
"Philadelphia, Pennsylvania, US",2022-04-11 04:21:02,309301,5081
"Pike, Pennsylvania, US",2022-04-11 04:21:02,10200,95
"Potter, Pennsylvania, US",2022-04-11 04:21:02,3190,92
"Schuylkill, Pennsylvania, US",2022-04-11 04:21:02,34425,674
"Snyder, Pennsylvania, US",2022-04-11 04:21:02,8100,156
"Somerset, Pennsylvania, US",2022-04-11 04:21:02,18710,404
"Sullivan, Pennsylvania, US",2022-04-11 04:21:02,1050,36
"Susquehanna, Pennsylvania, US",2022-04-11 04:21:02,7829,108
"Tioga, Pennsylvania, US",2022-04-11 04:21:02,8020,192
"Unassigned, Pennsylvania, US",2022-04-11 04:21:02,0,0
"Union, Pennsylvania, US",2022-04-11 04:21:02,11685,153
"Venango, Pennsylvania, US",2022-04-11 04:21:02,11243,237
"Warren, Pennsylvania, US",2022-04-11 04:21:02,7335,210
"Washington, Pennsylvania, US",2022-04-11 04:21:02,50834,651
"Wayne, Pennsylvania, US",2022-04-11 04:21:02,10145,169
"Westmoreland, Pennsylvania, US",2022-04-11 04:21:02,79726,1367
"Wyoming, Pennsylvania, US",2022-04-11 04:21:02,5076,104
"York, Pennsylvania, US",2022-04-11 04:21:02,118613,1491
"Adjuntas, Puerto Rico, US",2022-04-11 04:21:02,2147,0
"Aguada, Puerto Rico, US",2022-04-11 04:21:02,5990,0
"Aguadilla, Puerto Rico, US",2022-04-11 04:21:02,6750,0
"Aguas Buenas, Puerto Rico, US",2022-04-11 04:21:02,3772,0
"Aibonito, Puerto Rico, US",2022-04-11 04:21:02,3425,0
"Anasco, Puerto Rico, US",2022-04-11 04:21:02,3359,0
"Arecibo, Puerto Rico, US",2022-04-11 04:21:02,11966,0
"Arroyo, Puerto Rico, US",2022-04-11 04:21:02,1696,0
"Barceloneta, Puerto Rico, US",2022-04-11 04:21:02,3090,0
"Barranquitas, Puerto Rico, US",2022-04-11 04:21:02,4301,0
"Bayamon, Puerto Rico, US",2022-04-11 04:21:02,31351,0
"Cabo Rojo, Puerto Rico, US",2022-04-11 04:21:02,4723,0
"Caguas, Puerto Rico, US",2022-04-11 04:21:02,20251,0
"Camuy, Puerto Rico, US",2022-04-11 04:21:02,4616,0
"Canovanas, Puerto Rico, US",2022-04-11 04:21:02,5992,0
"Carolina, Puerto Rico, US",2022-04-11 04:21:02,26069,0
"Catano, Puerto Rico, US",2022-04-11 04:21:02,3816,0
"Cayey, Puerto Rico, US",2022-04-11 04:21:02,5444,0
"Ceiba, Puerto Rico, US",2022-04-11 04:21:02,1242,0
"Ciales, Puerto Rico, US",2022-04-11 04:21:02,2373,0
"Cidra, Puerto Rico, US",2022-04-11 04:21:02,5348,0
"Coamo, Puerto Rico, US",2022-04-11 04:21:02,4216,0
"Comerio, Puerto Rico, US",2022-04-11 04:21:02,2635,0
"Corozal, Puerto Rico, US",2022-04-11 04:21:02,5613,0
"Culebra, Puerto Rico, US",2022-04-11 04:21:02,159,0
"Dorado, Puerto Rico, US",2022-04-11 04:21:02,6064,0
"Fajardo, Puerto Rico, US",2022-04-11 04:21:02,4073,0
"Florida, Puerto Rico, US",2022-04-11 04:21:02,2153,0
"Guanica, Puerto Rico, US",2022-04-11 04:21:02,1352,0
"Guayama, Puerto Rico, US",2022-04-11 04:21:02,4375,0
"Guayanilla, Puerto Rico, US",2022-04-11 04:21:02,1885,0
"Guaynabo, Puerto Rico, US",2022-04-11 04:21:02,14343,0
"Gurabo, Puerto Rico, US",2022-04-11 04:21:02,6864,0
"Hatillo, Puerto Rico, US",2022-04-11 04:21:02,4926,0
"Hormigueros, Puerto Rico, US",2022-04-11 04:21:02,1760,0
"Humacao, Puerto Rico, US",2022-04-11 04:21:02,7121,0
"Isabela, Puerto Rico, US",2022-04-11 04:21:02,6309,0
"Jayuya, Puerto Rico, US",2022-04-11 04:21:02,1889,0
"Juana Diaz, Puerto Rico, US",2022-04-11 04:21:02,5590,0
"Juncos, Puerto Rico, US",2022-04-11 04:21:02,5839,0
"Lajas, Puerto Rico, US",2022-04-11 04:21:02,2312,0
"Lares, Puerto Rico, US",2022-04-11 04:21:02,3375,0
"Las Marias, Puerto Rico, US",2022-04-11 04:21:02,1021,0
"Las Piedras, Puerto Rico, US",2022-04-11 04:21:02,4939,0
"Loiza, Puerto Rico, US",2022-04-11 04:21:02,3042,0
"Luquillo, Puerto Rico, US",2022-04-11 04:21:02,2310,0
"Manati, Puerto Rico, US",2022-04-11 04:21:02,5493,0
"Maricao, Puerto Rico, US",2022-04-11 04:21:02,509,0
"Maunabo, Puerto Rico, US",2022-04-11 04:21:02,1262,0
"Mayaguez, Puerto Rico, US",2022-04-11 04:21:02,9116,0
"Moca, Puerto Rico, US",2022-04-11 04:21:02,5620,0
"Morovis, Puerto Rico, US",2022-04-11 04:21:02,4473,0
"Naguabo, Puerto Rico, US",2022-04-11 04:21:02,3163,0
"Naranjito, Puerto Rico, US",2022-04-11 04:21:02,4518,0
"Orocovis, Puerto Rico, US",2022-04-11 04:21:02,2696,0
"Out of PR, Puerto Rico, US",2021-10-10 23:21:42,434,0
"Patillas, Puerto Rico, US",2022-04-11 04:21:02,1860,0
"Penuelas, Puerto Rico, US",2022-04-11 04:21:02,2145,0
"Ponce, Puerto Rico, US",2022-04-11 04:21:02,16962,0
"Quebradillas, Puerto Rico, US",2022-04-11 04:21:02,3648,0
"Rincon, Puerto Rico, US",2022-04-11 04:21:02,2037,0
"Rio Grande, Puerto Rico, US",2022-04-11 04:21:02,6976,0
"Sabana Grande, Puerto Rico, US",2022-04-11 04:21:02,2118,0
"Salinas, Puerto Rico, US",2022-04-11 04:21:02,3015,0
"San German, Puerto Rico, US",2022-04-11 04:21:02,3294,0
"San Juan, Puerto Rico, US",2022-04-11 04:21:02,55919,0
"San Lorenzo, Puerto Rico, US",2022-04-11 04:21:02,5045,0
"San Sebastian, Puerto Rico, US",2022-04-11 04:21:02,5512,0
"Santa Isabel, Puerto Rico, US",2022-04-11 04:21:02,2336,0
"Toa Alta, Puerto Rico, US",2022-04-11 04:21:02,11015,0
"Toa Baja, Puerto Rico, US",2022-04-11 04:21:02,11727,0
"Trujillo Alto, Puerto Rico, US",2022-04-11 04:21:02,9172,0
"Unassigned, Puerto Rico, US",2022-04-11 04:21:02,15732,4177
"Utuado, Puerto Rico, US",2022-04-11 04:21:02,3155,0
"Vega Alta, Puerto Rico, US",2022-04-11 04:21:02,5609,0
"Vega Baja, Puerto Rico, US",2022-04-11 04:21:02,9755,0
"Vieques, Puerto Rico, US",2022-04-11 04:21:02,630,0
"Villalba, Puerto Rico, US",2022-04-11 04:21:02,2852,0
"Yabucoa, Puerto Rico, US",2022-04-11 04:21:02,4039,0
"Yauco, Puerto Rico, US",2022-04-11 04:21:02,3834,0
"Recovered, US",2022-04-11 04:21:02,0,0
"Bristol, Rhode Island, US",2022-04-11 04:21:02,13538,169
"Kent, Rhode Island, US",2022-04-11 04:21:02,48495,512
"Newport, Rhode Island, US",2022-04-11 04:21:02,19986,88
"Providence, Rhode Island, US",2022-04-11 04:21:02,221007,2522
"Unassigned, Rhode Island, US",2022-04-11 04:21:02,27966,10
"Washington, Rhode Island, US",2022-04-11 04:21:02,32380,224
"Abbeville, South Carolina, US",2022-04-11 04:21:02,6637,69
"Aiken, South Carolina, US",2022-04-11 04:21:02,41457,437
"Allendale, South Carolina, US",2022-04-11 04:21:02,2080,24
"Anderson, South Carolina, US",2022-04-11 04:21:02,57727,984
"Bamberg, South Carolina, US",2022-04-11 04:21:02,3424,75
"Barnwell, South Carolina, US",2022-04-11 04:21:02,5814,102
"Beaufort, South Carolina, US",2022-04-11 04:21:02,43008,376
"Berkeley, South Carolina, US",2022-04-11 04:21:02,51716,444
"Calhoun, South Carolina, US",2022-04-11 04:21:02,2783,61
"Charleston, South Carolina, US",2022-04-11 04:21:02,111709,931
"Cherokee, South Carolina, US",2022-04-11 04:21:02,14669,318
"Chester, South Carolina, US",2022-04-11 04:21:02,10090,151
"Chesterfield, South Carolina, US",2022-04-11 04:21:02,11795,188
"Clarendon, South Carolina, US",2022-04-11 04:21:02,8717,157
"Colleton, South Carolina, US",2022-04-11 04:21:02,8842,219
"Darlington, South Carolina, US",2022-04-11 04:21:02,18881,307
"Dillon, South Carolina, US",2022-04-11 04:21:02,9696,143
"Dorchester, South Carolina, US",2022-04-11 04:21:02,55866,489
"Edgefield, South Carolina, US",2022-04-11 04:21:02,6756,69
"Fairfield, South Carolina, US",2022-04-11 04:21:02,5967,107
"Florence, South Carolina, US",2022-04-11 04:21:02,41707,624
"Georgetown, South Carolina, US",2022-04-11 04:21:02,15833,224
"Greenville, South Carolina, US",2022-04-11 04:21:02,172180,1979
"Greenwood, South Carolina, US",2022-04-11 04:21:02,22528,304
"Hampton, South Carolina, US",2022-04-11 04:21:02,5007,85
"Horry, South Carolina, US",2022-04-11 04:21:02,96299,1148
"Jasper, South Carolina, US",2022-04-11 04:21:02,5888,93
"Kershaw, South Carolina, US",2022-04-11 04:21:02,21418,253
"Lancaster, South Carolina, US",2022-04-11 04:21:02,25063,279
"Laurens, South Carolina, US",2022-04-11 04:21:02,18600,293
"Lee, South Carolina, US",2022-04-11 04:21:02,4249,93
"Lexington, South Carolina, US",2022-04-11 04:21:02,95643,863
"Marion, South Carolina, US",2022-04-11 04:21:02,8537,161
"Marlboro, South Carolina, US",2022-04-11 04:21:02,7849,105
"McCormick, South Carolina, US",2022-04-11 04:21:02,2226,39
"Newberry, South Carolina, US",2022-04-11 04:21:02,13261,190
"Oconee, South Carolina, US",2022-04-11 04:21:02,24156,337
"Orangeburg, South Carolina, US",2022-04-11 04:21:02,23280,415
"Pickens, South Carolina, US",2022-04-11 04:21:02,45820,621
"Richland, South Carolina, US",2022-04-11 04:21:02,122213,937
"Saluda, South Carolina, US",2022-04-11 04:21:02,3955,76
"Spartanburg, South Carolina, US",2022-04-11 04:21:02,94825,1536
"Sumter, South Carolina, US",2022-04-11 04:21:02,27801,390
"Unassigned, South Carolina, US",2022-04-11 04:21:02,0,0
"Union, South Carolina, US",2022-04-11 04:21:02,7722,148
"Williamsburg, South Carolina, US",2022-04-11 04:21:02,8525,145
"York, South Carolina, US",2022-04-11 04:21:02,77487,661
"Aurora, South Dakota, US",2022-04-11 04:21:02,768,17
"Beadle, South Dakota, US",2022-04-11 04:21:02,4585,59
"Bennett, South Dakota, US",2022-04-11 04:21:02,788,14
"Bon Homme, South Dakota, US",2022-04-11 04:21:02,2291,38
"Brookings, South Dakota, US",2022-04-11 04:21:02,8096,52
"Brown, South Dakota, US",2022-04-11 04:21:02,10289,121
"Brule, South Dakota, US",2022-04-11 04:21:02,1411,20
"Buffalo, South Dakota, US",2022-04-11 04:21:02,619,18
"Butte, South Dakota, US",2022-04-11 04:21:02,2750,44
"Campbell, South Dakota, US",2022-04-11 04:21:02,266,7
"Charles Mix, South Dakota, US",2022-04-11 04:21:02,2927,35
"Clark, South Dakota, US",2022-04-11 04:21:02,797,9
"Clay, South Dakota, US",2022-04-11 04:21:02,3489,21
"Codington, South Dakota, US",2022-04-11 04:21:02,8408,99
"Corson, South Dakota, US",2022-04-11 04:21:02,1067,17
"Custer, South Dakota, US",2022-04-11 04:21:02,2027,25
"Davison, South Dakota, US",2022-04-11 04:21:02,5880,77
"Day, South Dakota, US",2022-04-11 04:21:02,1275,35
"Deuel, South Dakota, US",2022-04-11 04:21:02,1035,12
"Dewey, South Dakota, US",2022-04-11 04:21:02,3137,42
"Douglas, South Dakota, US",2022-04-11 04:21:02,681,16
"Edmunds, South Dakota, US",2022-04-11 04:21:02,939,16
"Fall River, South Dakota, US",2022-04-11 04:21:02,1804,39
"Faulk, South Dakota, US",2022-04-11 04:21:02,565,16
"Grant, South Dakota, US",2022-04-11 04:21:02,2039,50
"Gregory, South Dakota, US",2022-04-11 04:21:02,1064,34
"Haakon, South Dakota, US",2022-04-11 04:21:02,451,12
"Hamlin, South Dakota, US",2022-04-11 04:21:02,1500,41
"Hand, South Dakota, US",2022-04-11 04:21:02,561,12
"Hanson, South Dakota, US",2022-04-11 04:21:02,655,6
"Harding, South Dakota, US",2022-04-11 04:21:02,201,3
"Hughes, South Dakota, US",2022-04-11 04:21:02,4313,58
"Hutchinson, South Dakota, US",2022-04-11 04:21:02,1730,36
"Hyde, South Dakota, US",2022-04-11 04:21:02,306,8
"Jackson, South Dakota, US",2022-04-11 04:21:02,629,21
"Jerauld, South Dakota, US",2022-04-11 04:21:02,415,20
"Jones, South Dakota, US",2022-04-11 04:21:02,177,2
"Kingsbury, South Dakota, US",2022-04-11 04:21:02,1312,21
"Lake, South Dakota, US",2022-04-11 04:21:02,2326,28
"Lawrence, South Dakota, US",2022-04-11 04:21:02,6565,83
"Lincoln, South Dakota, US",2022-04-11 04:21:02,15484,102
"Lyman, South Dakota, US",2022-04-11 04:21:02,1203,12
"Marshall, South Dakota, US",2022-04-11 04:21:02,784,13
"McCook, South Dakota, US",2022-04-11 04:21:02,1340,31
"McPherson, South Dakota, US",2022-04-11 04:21:02,425,9
"Meade, South Dakota, US",2022-04-11 04:21:02,7004,62
"Mellette, South Dakota, US",2022-04-11 04:21:02,527,8
"Miner, South Dakota, US",2022-04-11 04:21:02,456,13
"Minnehaha, South Dakota, US",2022-04-11 04:21:02,57034,513
"Moody, South Dakota, US",2022-04-11 04:21:02,1376,28
"Oglala Lakota, South Dakota, US",2022-04-11 04:21:02,3923,62
"Pennington, South Dakota, US",2022-04-11 04:21:02,32674,341
"Perkins, South Dakota, US",2022-04-11 04:21:02,682,18
"Potter, South Dakota, US",2022-04-11 04:21:02,704,7
"Roberts, South Dakota, US",2022-04-11 04:21:02,2427,53
"Sanborn, South Dakota, US",2022-04-11 04:21:02,573,6
"Spink, South Dakota, US",2022-04-11 04:21:02,1414,35
"Stanley, South Dakota, US",2022-04-11 04:21:02,635,7
"Sully, South Dakota, US",2022-04-11 04:21:02,245,3
"Todd, South Dakota, US",2022-04-11 04:21:02,2972,52
"Tripp, South Dakota, US",2022-04-11 04:21:02,1379,24
"Turner, South Dakota, US",2022-04-11 04:21:02,1964,62
"Unassigned, South Dakota, US",2022-04-11 04:21:02,0,0
"Union, South Dakota, US",2022-04-11 04:21:02,4006,52
"Walworth, South Dakota, US",2022-04-11 04:21:02,1312,26
"Yankton, South Dakota, US",2022-04-11 04:21:02,5902,59
"Ziebach, South Dakota, US",2022-04-11 04:21:02,663,11
"Anderson, Tennessee, US",2022-04-11 04:21:02,22072,328
"Bedford, Tennessee, US",2022-04-11 04:21:02,14948,232
"Benton, Tennessee, US",2022-04-11 04:21:02,4493,91
"Bledsoe, Tennessee, US",2022-04-11 04:21:02,4658,56
"Blount, Tennessee, US",2022-04-11 04:21:02,39079,420
"Bradley, Tennessee, US",2022-04-11 04:21:02,33104,407
"Campbell, Tennessee, US",2022-04-11 04:21:02,12224,162
"Cannon, Tennessee, US",2022-04-11 04:21:02,4195,60
"Carroll, Tennessee, US",2022-04-11 04:21:02,8948,156
"Carter, Tennessee, US",2022-04-11 04:21:02,16458,332
"Cheatham, Tennessee, US",2022-04-11 04:21:02,10902,118
"Chester, Tennessee, US",2022-04-11 04:21:02,5840,95
"Claiborne, Tennessee, US",2022-04-11 04:21:02,9094,176
"Clay, Tennessee, US",2022-04-11 04:21:02,2287,50
"Cocke, Tennessee, US",2022-04-11 04:21:02,11565,210
"Coffee, Tennessee, US",2022-04-11 04:21:02,16943,262
"Crockett, Tennessee, US",2022-04-11 04:21:02,5177,84
"Cumberland, Tennessee, US",2022-04-11 04:21:02,16097,322
"Davidson, Tennessee, US",2022-04-11 04:21:02,191390,1642
"DeKalb, Tennessee, US",2022-04-11 04:21:02,6278,100
"Decatur, Tennessee, US",2022-04-11 04:21:02,3731,67
"Dickson, Tennessee, US",2022-04-11 04:21:02,15870,242
"Dyer, Tennessee, US",2022-04-11 04:21:02,12786,199
"Fayette, Tennessee, US",2022-04-11 04:21:02,11409,181
"Fentress, Tennessee, US",2022-04-11 04:21:02,5696,127
"Franklin, Tennessee, US",2022-04-11 04:21:02,12849,178
"Gibson, Tennessee, US",2022-04-11 04:21:02,17380,256
"Giles, Tennessee, US",2022-04-11 04:21:02,9401,189
"Grainger, Tennessee, US",2022-04-11 04:21:02,6777,108
"Greene, Tennessee, US",2022-04-11 04:21:02,22053,366
"Grundy, Tennessee, US",2022-04-11 04:21:02,3985,71
"Hamblen, Tennessee, US",2022-04-11 04:21:02,19697,349
"Hamilton, Tennessee, US",2022-04-11 04:21:02,99820,1125
"Hancock, Tennessee, US",2022-04-11 04:21:02,2007,35
"Hardeman, Tennessee, US",2022-04-11 04:21:02,7589,116
"Hardin, Tennessee, US",2022-04-11 04:21:02,8750,143
"Hawkins, Tennessee, US",2022-04-11 04:21:02,16636,312
"Haywood, Tennessee, US",2022-04-11 04:21:02,6161,99
"Henderson, Tennessee, US",2022-04-11 04:21:02,9115,155
"Henry, Tennessee, US",2022-04-11 04:21:02,8263,157
"Hickman, Tennessee, US",2022-04-11 04:21:02,6823,109
"Houston, Tennessee, US",2022-04-11 04:21:02,2675,60
"Humphreys, Tennessee, US",2022-04-11 04:21:02,4839,72
"Jackson, Tennessee, US",2022-04-11 04:21:02,3204,63
"Jefferson, Tennessee, US",2022-04-11 04:21:02,15713,260
"Johnson, Tennessee, US",2022-04-11 04:21:02,5164,89
"Knox, Tennessee, US",2022-04-11 04:21:02,127398,1354
"Lake, Tennessee, US",2022-04-11 04:21:02,2740,42
"Lauderdale, Tennessee, US",2022-04-11 04:21:02,7737,102
"Lawrence, Tennessee, US",2022-04-11 04:21:02,14264,195
"Lewis, Tennessee, US",2022-04-11 04:21:02,3570,58
"Lincoln, Tennessee, US",2022-04-11 04:21:02,9976,166
"Loudon, Tennessee, US",2022-04-11 04:21:02,14472,192
"Macon, Tennessee, US",2022-04-11 04:21:02,8439,145
"Madison, Tennessee, US",2022-04-11 04:21:02,29908,421
"Marion, Tennessee, US",2022-04-11 04:21:02,8850,128
"Marshall, Tennessee, US",2022-04-11 04:21:02,10359,120
"Maury, Tennessee, US",2022-04-11 04:21:02,28980,334
"McMinn, Tennessee, US",2022-04-11 04:21:02,16673,254
"McNairy, Tennessee, US",2022-04-11 04:21:02,7641,119
"Meigs, Tennessee, US",2022-04-11 04:21:02,3384,55
"Monroe, Tennessee, US",2022-04-11 04:21:02,14509,236
"Montgomery, Tennessee, US",2022-04-11 04:21:02,50167,566
"Moore, Tennessee, US",2022-04-11 04:21:02,2238,39
"Morgan, Tennessee, US",2022-04-11 04:21:02,6178,82
"Obion, Tennessee, US",2022-04-11 04:21:02,10764,189
"Out of TN, Tennessee, US",2022-04-11 04:21:02,48348,264
"Overton, Tennessee, US",2022-04-11 04:21:02,7136,121
"Perry, Tennessee, US",2022-04-11 04:21:02,2328,55
"Pickett, Tennessee, US",2022-04-11 04:21:02,1768,36
"Polk, Tennessee, US",2022-04-11 04:21:02,4729,71
"Putnam, Tennessee, US",2022-04-11 04:21:02,25082,302
"Rhea, Tennessee, US",2022-04-11 04:21:02,9970,154
"Roane, Tennessee, US",2022-04-11 04:21:02,15780,231
"Robertson, Tennessee, US",2022-04-11 04:21:02,21521,296
"Rutherford, Tennessee, US",2022-04-11 04:21:02,95639,887
"Scott, Tennessee, US",2022-04-11 04:21:02,9034,116
"Sequatchie, Tennessee, US",2022-04-11 04:21:02,4211,66
"Sevier, Tennessee, US",2022-04-11 04:21:02,30275,407
"Shelby, Tennessee, US",2022-04-11 04:21:02,235399,3254
"Smith, Tennessee, US",2022-04-11 04:21:02,6160,83
"Stewart, Tennessee, US",2022-04-11 04:21:02,3284,57
"Sullivan, Tennessee, US",2022-04-11 04:21:02,45769,709
"Sumner, Tennessee, US",2022-04-11 04:21:02,53118,718
"Tipton, Tennessee, US",2022-04-11 04:21:02,17601,232
"Trousdale, Tennessee, US",2022-04-11 04:21:02,4217,45
"Unassigned, Tennessee, US",2022-04-11 04:21:02,37956,598
"Unicoi, Tennessee, US",2022-04-11 04:21:02,5164,94
"Union, Tennessee, US",2022-04-11 04:21:02,5394,73
"Van Buren, Tennessee, US",2022-04-11 04:21:02,1847,48
"Warren, Tennessee, US",2022-04-11 04:21:02,12990,175
"Washington, Tennessee, US",2022-04-11 04:21:02,38534,487
"Wayne, Tennessee, US",2022-04-11 04:21:02,5696,64
"Weakley, Tennessee, US",2022-04-11 04:21:02,9501,144
"White, Tennessee, US",2022-04-11 04:21:02,8223,128
"Williamson, Tennessee, US",2022-04-11 04:21:02,61958,399
"Wilson, Tennessee, US",2022-04-11 04:21:02,41623,479
"Anderson, Texas, US",2022-04-11 04:21:02,9533,236
"Andrews, Texas, US",2022-04-11 04:21:02,3793,71
"Angelina, Texas, US",2022-04-11 04:21:02,15388,480
"Aransas, Texas, US",2022-04-11 04:21:02,4100,83
"Archer, Texas, US",2022-04-11 04:21:02,2150,28
"Armstrong, Texas, US",2022-04-11 04:21:02,525,9
"Atascosa, Texas, US",2022-04-11 04:21:02,13547,231
"Austin, Texas, US",2022-04-11 04:21:02,5728,73
"Bailey, Texas, US",2022-04-11 04:21:02,1475,39
"Bandera, Texas, US",2022-04-11 04:21:02,3601,76
"Bastrop, Texas, US",2022-04-11 04:21:02,21740,236
"Baylor, Texas, US",2022-04-11 04:21:02,811,32
"Bee, Texas, US",2022-04-11 04:21:02,8298,153
"Bell, Texas, US",2022-04-11 04:21:02,66904,894
"Bexar, Texas, US",2022-04-11 04:21:02,557135,6103
"Blanco, Texas, US",2022-04-11 04:21:02,2534,34
"Borden, Texas, US",2022-04-11 04:21:02,98,2
"Bosque, Texas, US",2022-04-11 04:21:02,4064,70
"Bowie, Texas, US",2022-04-11 04:21:02,20079,431
"Brazoria, Texas, US",2022-04-11 04:21:02,93431,980
"Brazos, Texas, US",2022-04-11 04:21:02,60317,407
"Brewster, Texas, US",2022-04-11 04:21:02,1064,29
"Briscoe, Texas, US",2022-04-11 04:21:02,462,8
"Brooks, Texas, US",2022-04-11 04:21:02,1613,52
"Brown, Texas, US",2022-04-11 04:21:02,11695,229
"Burleson, Texas, US",2022-04-11 04:21:02,5005,66
"Burnet, Texas, US",2022-04-11 04:21:02,10947,168
"Caldwell, Texas, US",2022-04-11 04:21:02,14194,175
"Calhoun, Texas, US",2022-04-11 04:21:02,5704,48
"Callahan, Texas, US",2022-04-11 04:21:02,2854,72
"Cameron, Texas, US",2022-04-11 04:21:02,102260,2021
"Camp, Texas, US",2022-04-11 04:21:02,2855,74
"Carson, Texas, US",2022-04-11 04:21:02,1527,34
"Cass, Texas, US",2022-04-11 04:21:02,7212,196
"Castro, Texas, US",2022-04-11 04:21:02,2290,47
"Chambers, Texas, US",2022-04-11 04:21:02,10312,69
"Cherokee, Texas, US",2022-04-11 04:21:02,7951,253
"Childress, Texas, US",2022-04-11 04:21:02,2633,31
"Clay, Texas, US",2022-04-11 04:21:02,2074,36
"Cochran, Texas, US",2022-04-11 04:21:02,885,23
"Coke, Texas, US",2022-04-11 04:21:02,838,20
"Coleman, Texas, US",2022-04-11 04:21:02,1629,71
"Collin, Texas, US",2022-04-11 04:21:02,211662,1501
"Collingsworth, Texas, US",2022-04-11 04:21:02,701,16
"Colorado, Texas, US",2022-04-11 04:21:02,3792,63
"Comal, Texas, US",2022-04-11 04:21:02,33942,546
"Comanche, Texas, US",2022-04-11 04:21:02,3570,78
"Concho, Texas, US",2022-04-11 04:21:02,1078,11
"Cooke, Texas, US",2022-04-11 04:21:02,7305,132
"Coryell, Texas, US",2022-04-11 04:21:02,17522,210
"Cottle, Texas, US",2022-04-11 04:21:02,308,9
"Crane, Texas, US",2022-04-11 04:21:02,1275,24
"Crockett, Texas, US",2022-04-11 04:21:02,1034,19
"Crosby, Texas, US",2022-04-11 04:21:02,1880,45
"Culberson, Texas, US",2022-04-11 04:21:02,512,14
"Dallam, Texas, US",2022-04-11 04:21:02,2152,40
"Dallas, Texas, US",2022-04-11 04:21:02,569675,6726
"Dawson, Texas, US",2022-04-11 04:21:02,2887,94
"DeWitt, Texas, US",2022-04-11 04:21:02,6457,98
"Deaf Smith, Texas, US",2022-04-11 04:21:02,4804,112
"Delta, Texas, US",2022-04-11 04:21:02,1812,25
"Denton, Texas, US",2022-04-11 04:21:02,179094,1345
"Dickens, Texas, US",2022-04-11 04:21:02,450,16
"Dimmit, Texas, US",2022-04-11 04:21:02,5749,51
"Donley, Texas, US",2022-04-11 04:21:02,1146,26
"Duval, Texas, US",2022-04-11 04:21:02,3364,69
"Eastland, Texas, US",2022-04-11 04:21:02,2808,113
"Ector, Texas, US",2022-04-11 04:21:02,37418,700
"Edwards, Texas, US",2022-04-11 04:21:02,465,11
"El Paso, Texas, US",2022-04-11 04:21:02,207456,3717
"Ellis, Texas, US",2022-04-11 04:21:02,48774,580
"Erath, Texas, US",2022-04-11 04:21:02,8678,123
"Falls, Texas, US",2022-04-11 04:21:02,3766,64
"Fannin, Texas, US",2022-04-11 04:21:02,6852,183
"Fayette, Texas, US",2022-04-11 04:21:02,4767,104
"Fisher, Texas, US",2022-04-11 04:21:02,607,24
"Floyd, Texas, US",2022-04-11 04:21:02,1950,48
"Foard, Texas, US",2022-04-11 04:21:02,203,11
"Fort Bend, Texas, US",2022-04-11 04:21:02,182925,1214
"Franklin, Texas, US",2022-04-11 04:21:02,2186,42
"Freestone, Texas, US",2022-04-11 04:21:02,3863,82
"Frio, Texas, US",2022-04-11 04:21:02,5833,93
"Gaines, Texas, US",2022-04-11 04:21:02,2193,83
"Galveston, Texas, US",2022-04-11 04:21:02,95651,849
"Garza, Texas, US",2022-04-11 04:21:02,1270,27
"Gillespie, Texas, US",2022-04-11 04:21:02,5373,109
"Glasscock, Texas, US",2022-04-11 04:21:02,199,3
"Goliad, Texas, US",2022-04-11 04:21:02,1200,32
"Gonzales, Texas, US",2022-04-11 04:21:02,4720,98
"Gray, Texas, US",2022-04-11 04:21:02,6178,124
"Grayson, Texas, US",2022-04-11 04:21:02,27097,633
"Gregg, Texas, US",2022-04-11 04:21:02,23172,681
"Grimes, Texas, US",2022-04-11 04:21:02,8468,119
